rating,date,comment
5,03/29/2018,Interesting movie. Feeling touched
5,03/29/2018,Favorite movie of all-time
5,03/29/2018,"An excellent film overall. Disney! you have done it again. The interplay between Judy (Hops) the rabbit and Nick the fox was simply a joy to watch, on how they outwitted each other. Next, the comedic elements had 80% of my cinema goers laughing, especially with the sloth, who steals the show! Finally, the values taught are very real in our society, that of discrimination, resilience and going the extra mile. This is what sets animation apart from other more adult films. Overall, I give this an 8/10! excellent, excellent film! On another note, I do have a youtube review of this if you search '3 reasons to watch zootopia' by the Mrfoo. Am just starting out reviewing movies so would really appreciate your support! Many thanks!"
5,03/29/2018,"As much as I liked movies like Toy Story and Finding Nemo, it made me curious about other CGI animated movies. I didn't actually see this movie in theaters, but I did rent it and was pleasantly surprised. Not everything is in black and white in this movie, and various stereotypes are broken. And things are not always what they seem. I loved the main characters and they all get my standing ovation. This, along with Wreck-It Ralph and Big Hero 6 are my favorites of the non-Pixar Disney CGI films. If you like anthro animals and want to see them in a somewhat modern setting with no humans, look no further!"
5,03/29/2018,"I actually never review a film, but felt inclined to do so with this one. What a great movie! At the moment of writing it's valued an 8, which I feel does not do it enough credit. Beautiful animation (dare I say: the best I've ever seen?) and a great plot (coming of age + buddy cop detective story + action adventure + comedy + subtle social critisism, all cleaverly and succesfully intertwined). Loveable for children and adults alike!"
5,03/29/2018,"It was great, really well executed"
5,03/29/2018,"Zootopia is a great family-friendly, animated film. It has really good adult humor and is fun to watch from start to finish. The animation is really good, too. The idea of a movie where animals live and act like humans in an earth-like world is a great idea. Sometimes really good ideas for movies are just good ideas and don't really do that well on the big screen. Inside Out, for example, is a great idea for an animated movie, but, in my opinion, it didn't actually deliver. This is not the case for Zootopia. You will find yourself laughing out loud many times throughout. It's a very fun movie, and you should definitely check it out."
5,03/29/2018,Even better than the Toy Story films.
5,03/29/2018,"When I first started seeing the trailers for this movie I knew it was going to be good. However, nothing could have possibly prepared me for how much more there was to this movie than I first believed, and I'm being one-hundred percent honest when I say the results blew my mind! What I believed was going to be an animated comedy about anthropomorphic animals turned out to be a heartfelt journey of friendship development and the understanding of differences that brings us closer rather than divides us. I'm also really impressed with how much research actually went into this project. Honestly I don't know any other film company that would do this much research for a one hour and forty-eight minute film. It's absolutely brilliant. On top of all that the animation was astounding. Never before did I believe any movie was worth a full score, however, Zootopia earned it. Congratulations Disney. You've won my heart again!"
5,03/29/2018,"Very fun film, good for the whole family. A lot of social commentary in this film, too (which is always good)."
5,03/29/2018,"The movie is great! I've watched the last few Disney/pixar movies like Inside-Out and Frozen ( i may be missing few ) but to be honest this is the best one in a while. The plot is great and interesting, there is progression in the movie (not like Sing). If you want a all around great movie watch this one!"
5,03/29/2018,"Animal Farm is an allegorical and dystopian novella by George Orwell, first published in England on 17 August 1945. After 70 years we get a nice movie well written and allegorical commenting on the two legged animals we see every day. Though the movie gives a solution to the animal behavior, we are yet to see any solution to the daily killings of human beings - mammals too - by human beings in the name of religion race and what not. Its difficult to find the solution for the whole earth as different type of specimens live in different parts of the world and its very difficult to have a single control over these animals"
5,03/29/2018,"The laugh from the theater,the great storyline and details,the insinuate of human society,also it's cute...everything proves how wonderful the movie is. I think the movie showed us the process of making dreams come true and some treasured spirit such as brave,unite together, justice;it also tell us the story about friendship(love)between nick and Judy (which touched me when Judy found the flowers and apologize to nick). In the other hand,this movie is full of laugh line,it made the movie interesting,it also made the character both lively and cute which can be more attractive foe female viewer. After all,I think this is the best movie that Disney had after 2010s, and it's even better than INSIDE OUT last year.I believe that ZOOTOPIA can be a part of next year's Oscar prize."
5,03/29/2018,"What do you get when you take the humor and child friendliness of Disney/Pixar and mix in a little ""Traffic""? You get this gem of a film. It is astonishingly relevant to American, and World for that matter, sociopolitics. You can see it all here: the mistrust of African Americans, Trump's manipulation of the fear of Muslim and Hispanic immigrants.... It's all here, and being portrayed so frighteningly accurately. One of the things that I particularly found interesting was the use of references, humor, and music to balance out the seriousness and suspense: it's effect being to force us (the audience) to think about the issues in the world around us, while still making an enjoyable and inspiring film for family members of all ages, religions, and races."
5,03/29/2018,"The concept and the trailer for the movie had me expecting something that would be average or above average. After seeing inside out and the good dinosaur I was praying that it wouldn't be another Disney movie that falls flat on it's face and it definitely does not. This movie exceeded my expectations. It was a very engaging story with lively characters in a vibrant animal filled world. The direction is very good and the hard work put into this movie has paid off. It is funny and suitable for all ages. Some people think it's too edgy with concepts, but I believe it's an honest reflection of today's society and the detractors are delusional trolls. I would go see this movie again and plan on buying the DVD when it is released."
5,03/29/2018,"Zootopia is nothing like your regular Disney fare. Sure it's got cute talking animals, some childish humor, and like almost all Disney movies it is gorgeously animated and has a lesson to teach, but not just to kids. This movie absolutely blew me away from the moment it began. The messages and lessons that this film has to tell are so beyond it's years, there were many times that I just forgot that I was watching an animated film about a bunny who wanted to a cop. I believe that this Disney has struck gold with this movie, not just in the terms that Disney will make bank loads of money from ticket sales and merchandise (cause it will), but because they created a truly well crafted, well written, and beautifully, breathtakingly animated film that is sure to delight children and entice their parents. Please go see Zootopia because it IS like nothing you've seen Be-fur."
5,03/29/2018,Zootopia amazed me with its script. The film focuses on the life events of judy who is an underrated police officer. The story line is told in a way which keeps the audience gripped to their seats. I was especially pleased with the voice-over provided for the characters. The film also has good animation which need not be said for a Walt Disney movie. The whole concept of the movie is interesting as it tells the story of civilized animals. Walt Disney ceases to amaze us with its animation and script as this is worthy of mention. The villain didn't exactly take me by surprise though. But it is no flaw. Overall i would have no trouble watching a second part for this movie which explains my interest for it
5,03/29/2018,"I went yesterday to see this movie with my sister, and we laughed when we saw that the entire cinema was full of children and parents. But I have to say that we were the ones who enjoyed it the most! Great movie, excellent graphics and a very entertaining story. I loved how this movie has been made; they have taken care of even the smallest details. The city of Zootopia is absolutely beautiful. It is funny to see how the houses and roads are shown. A very original and fresh plot. The characters are very well developed. Their emotions are very realistic, and you can relate to them. The dialogue is very well made and you laugh loudly at times."
5,03/29/2018,A beautiful film in more ways then one. Absolutely a wonder to behold.
5,03/29/2018,"Zootopia is the kind of the movie you can watch with the family because all of the scenes are good and understandable , no hidden adult jokes :) The characters are awesome starting from the bunny and all the way to the lion , everybody seemed like they belong here in the movie Its very funny especially the sloths scene where i almost fell of the couch laughing The movie has a really good and interesting plot , especially the twist where i didn't guess what was going on the whole time For me this is a no contest must watch - clearly best animated movie of the year and maybe not just from animated Enjoy guys - i know i did :)"
5,03/29/2018,PERFECTION!!! i could not ask for any enhancements for this movie!
5,03/28/2018,Film making at it's best
5,03/28/2018,"I'm an 18 year old male, and i thought this was a great movie"
5,03/28/2018,"""Zootopia"" is one the best animated films I have ever seen. From gorgeous visuals, to the terrific storyline, to the ultra talented cast. ""Zootopia"" has it all!"
4.5,03/28/2018,Touching and sentimental. An exhilarating adventure of two very lovable characters. A must-see film for all ages.
5,03/28/2018,Genius. Gold. Need more movies like this.
4.5,03/27/2018,So good I have no words to describe it
5,03/27/2018,One of the best animated movie of all time!
4.5,03/26/2018,This hit family movie deserves its 98% on the Tomatometer and has plenty of fun jokes for adults and children alike. Zootopia breathes new life into movies with anthropromorphic animals.
5,03/23/2018,Disney is back again baby!
5,03/22/2018,Very funny and a great message for all ages
4.5,03/22/2018,It was totally Awesome and Cool
4.5,03/16/2018,the greatest cartoon I have ever seen
5,03/16/2018,Such a cute movie! Definitely reccomend! Go-go Disney!
4.5,03/16/2018,"Zootopia is the 30th highest grossing film of all time, and the fourth animated film to pass $1 billion in global box-office earnings. Judy Hopps, the determined and enthusiastic main character, decides she wants better for herself, even when something else is expected. She faces many hardships as she realizes that creating a different reality for herself will be a lot harder than she first believed. Her difficulties point to the fact that she is a female, and a smaller prey species. In the end, Judy is successful in creating the change that she had been wanting for so long. Zootopia was created to teach people of all ages that goals and dreams can be reached through hard work and determination, no matter what circumstances they may be in. The directors were successful in getting the point across. This essay will analyze the use of irony, symbolism, and a great storyline to show evidence of the creators purpose throughout the film. The directors of Zootopia waste no time in presenting situational irony in the beginning. The main characters are introduced, and we meet Judy Hopps. She is a small bunny with a very large family, and two carrot farmers for parents. She is literally at the ""bottom of the food chain"" in her society. The ironic part of the situation is that she wants to become a police officer. In her world, this workforce is comprised only of large male animals. The creators do this to immediately place her in a position where she is at a disadvantage. To the viewers, her wish to become a cop is almost comical, and the task seems impossible because of her situation. In the end, however, Judy does become a police officer. She not only becomes a cop, she ends up being one of the most successful ones who solves a huge mystery case. The overall story is a testament that if Judy can turn her life around, anyone can. Symbolism is also included in the movie, and it is one of the most powerful tools used in the film to convey the creator's purpose. The characters present in the movie represent many different types of people in the real world. The wide variety of animal species shown in the film are meant to represent the different races, social classes, intelligence levels, etc.., that are present in today's world. The directors do this to give viewers the ability to connect with certain characters that they might be similar to in reality. This is meant to empower the minds of young viewers as they watch the actions of the characters that they connect with. They see them working hard to set goals, and successfully achieve them. This leaves people with a healthy mindset and a hope that they can always better themselves, no matter the circumstances. The overall story itself is another way the point is made. Judy's life and work are anything but easy, and she is constantly dealing with new challenges. She stays optimistic and hopeful for most of the movie, but there is one instance where she finds herself wanting to give up because of the hardships she is facing. These details are crucial to the development of the main idea because it shows viewers how to deal with problems in a healthy way, while maintaining a good attitude. On the other hand, it also shows that the road will be tough, and there will be times where quitting will sound like the best option. Judy does not give up though, and we see her push forward and succeed in the end. Some people think that Zootopia is simply just a kid movie made to do nothing but entertain young children. While the story is animated and easy enough for kids to understand, it has way too many good messages in it to be considered just a kids movie. It teaches things in a way that people of all ages can understand, but the messages taught are very beneficial for people to learn at a young age and carry with them for the rest of their lives. Zootopia is a great film that everyone must see at some point in life. The lessons of hard work and determination are presented through a variety of tools that definitely get the point across to the viewers of the movie. It does this while also remaining exciting and entertaining for young children to enjoy. Judy Hopps is placed in a tough situation, but leaves it successful and strong. Her journey captivates the hearts and minds of many and gives the opportunity for viewers to be inspired by her success and character. The directors want everyone to know that it doesn't matter if a journey has a less than great start. The only thing that matters is that the goal is reached and that there was something learned from the process of getting there."
5,03/15/2018,So good I have no words to describe it
5,03/14/2018,"cartoon adaptation of our society, must see"
5,03/14/2018,"Cute, sweet, really for all family. best of 2016!"
4,03/13/2018,"wasn't what i expected at all, but good all the same"
5,03/13/2018,Great movie for everybody.must see
4.5,03/12/2018,very funny look to our society
5,03/07/2018,Fantastic movie! Everybody should see it
5,03/06/2018,I'm still impressed after the premiere. very good. everybode should to see it
4,03/02/2018,"This movie was excellent, especially for a movie with a bunch of talking animals."
4.5,02/24/2018,"This is Disney's best movie I've seen this decade (not including Pixar). It's got great, memorable characters that play off each other wonderfully, an interesting story, great humor, a unique and fascinating world, and on top of that, a relevant and well handled message!"
4.5,02/22/2018,"Funny, creative, clever, next to zero flaws."
5,02/22/2018,AMAZING!! FUNNY! PERFECT!!
4.5,02/14/2018,"Great movie, beside the underlining political massages. A Good story, cute cast and great detial and care in creating this anthromorphic universe. I'm bias but I now own it myself as part of movie collection"
5,02/14/2018,One of my favorite animated movies ever!!!
5,02/07/2018,This movie hae a sub-plot like I have never seen before. It touched on a lot of social issues but did it in a refreshing way. This movie also beat Frozen by a mile..and did it smoothly. This movie is a must see and a must own.
4.5,02/05/2018,"Very surprised by this one! I was.on the floor laughing at times, and felt pure joy while watching, the plot is a little paint by number however this movie is VERY enjoyable."
5,02/03/2018,Best movie of my life. Thanks Disney
5,02/01/2018,"This move is the best i love it, the world, the characters, all of it is just a beautiful pieces of art, i want more of it. this wolrd, that chemestry have so much potencial."
5,01/30/2018,"Zootopia is not only thrilling, but it has beautiful animation and a beautiful plot that makes this the movie of the year. The story is gorgeous and the film is tied together with the amazing ending. I love Zootopia and can rewatch it forever!"
0.5,01/28/2018,Moral of the story: Be nice to everyone and don't speak the truth unless it's politically correct. This might also be the most boring and unfunny piece of propaganda I've ever seen. How is it getting good audience reviews? Is Disney paying for reviews the way Instagram stars pay for followers?
5,01/27/2018,Witty and fun. Great for everyone.
4,01/27/2018,"Though some of the plots are implausible, it is a funny and crime-film-like animated, exciting film."
5,01/26/2018,It's all about the details. Excellent movie
2,01/26/2018,"bland, non-stop SJW propaganda. I became too bored to finish the movie. Coco is a much better movie."
5,01/25/2018,Zootopia is a great movie I consider this movie a mystery movie so you have to like be a detective and that’s where you’ll find out why! My favorite character was Merrill Lion heart he was funny and was not patient. And I like Nick the Fox he was funny and sly.
5,01/17/2018,"Always cracks me up - such clever humor, even for adults!"
3,01/15/2018,"This was good and all, but better than ""Moana"" for Best Animated Feature in 2016? Oscars, you be trippin'"
4.5,01/08/2018,Very cute movie with a great message and an interesting plot that is unpredictable enough to even keep the parents interested
4,01/02/2018,Dude that bunny had a big butt
4,01/01/2018,"I'm actually a bit surprised Disney took a stab at a movie with this kind of weight. Maybe it's because I watched Hidden Figures yesterday or that headlines each day remind me of the great dichotomy of ""us vs. them..."" Zootopia is a movie about race, and I don't expect it to be the last one I watch in this year's Academy lineup. Rather than addressing race on, Zootopia is wise in the way many newer Disney movies have made commentary through analogy. ""Predators versus prey"" is something we teach all children, but framing race as Zootopia does allows parents to have a much-needed discussion with the next generation of global citizens. It's especially poignant that in this classic crime story, the case - and the racial inequality - is solved by small-town residents unaware that their own actions have a meaningful impact on the equality of the world. Like I said, hats off to Disney. As a nominee for the Best Animated category, it's still too early to say if Zootopia has the chops to take out its Disney sibling Moana or the other movies on the list. There are some stunning examples of animation, especially with falling rain, waterfalls, and other liquids - that's one area of animation I often forget is animated. It's hard not to fall in love with each character in Zootopia, and the animation does everything to support (and nothing to detract) from that process as a member of the audience. Though it seems like a bit of a sleeper among their animated lineup (especially with the early March 2016 release it had), I'm excited that Zootopia will get seen by a few more children - and a few more adults - as a result of its nomination. Zootopia will probably end up on my shelf when I have kids, if only for how well it handles race relations. I'm still wondering whether I'm 'predator' or 'prey,' and if I even want to be."
5,01/01/2018,It contains the signature mark of classic Disney movies with a surprisingly thoughtful message for all ages.
5,01/01/2018,Wonderful. This movie has been touched by Disney Magic. It is just magnificent. Well done Disney.
4.5,12/30/2017,"For me, this is Disney at his finest! It's American History X for Kids. I explain: these kind of movies help to make the world a better and more tolerant place. They should be played in schools. I am going too far? I don't care."
4,12/30/2017,"A little wonder of an animated film that refuses to stick to characters constantly doing slapstick, singing or dancing but instead tells a coherent cop buddy story with a pretty deep underlying meaning. Of course there is comedy and cuteness but the overall plot and the themes are surprisingly serious, which makes the film just as enjoyable for adults as for kids. The animation is gorgeous, especially the initial train ride is a cinematic wonder. A surprising, lovable, sweet and smart adventure for young and old."
5,12/27/2017,Best Disney Movie Ever!!!
4.5,12/27/2017,"An absolute stunner of an animated film. It's a movie we need more than ever today, and hopefully kids take its lessons to heart. I'm pretty sure the Ranger Scouts scene alone will stick with me for a long time to come."
5,12/25/2017,"I went in theater with my 9 years younger brother, and came out more excited than him. It might be too early to come to conclusion, yes, but I have a feeling this will be in my personal top 10 Disney films of all time for a long time to come."
5,12/19/2017,Freaking inspiring. Judy and every other characters were awesome
3.5,12/19/2017,"Puntaje Original: 7.0 Original y divertida; un poco sobrevalorada a mi gusto, pero sin duda es de esas películas que se disfrutan en familia; un buen guión un tanto predecible pero con otras escenas realmente sorprendentes que lo compensan."
5,12/17/2017,"Zootopia is an inspiring, motivating and beautiful film, with an incredible animation and a forgettable story."
5,12/13/2017,"Zootopia is a 2016 3D movie directed by Byron Howard and Rich Moone. It is a cartoon movie. This movie was about predators and prey. Zootopia is a mammal metropolis where the largest to the smallest animals live. Judy and Nick are the main characters in the movie. In the movie, Judy motivated us to be strong and no matter what happens to never give up and keep fighting until you reach your goal. The movie makes you think of the friendship, happiness and entertainment in your life, and how characters can help you change your life decisions. One of the most important things we need in our life is entertainment and happiness. You can get entertain by many ways. This movie also has many entertaining scenes, but of the best entertaining scene is when Judy and Nick go to the sloths at the Department of Motor Vehicles for the car information. Of course, But the happiness that we get from the movie was the true love and positive attitude of Judy and Nick. The characters in this movie were very impressive and innocent. Judy made a big impression on the audience. Judy had a positive personality. She cared for others more than herself. Zootopia is a one of the best animated movies that I have ever watched. I thought Zootopia would just be a silly kid's movie, but I was wrong. Judy and Nick showed everything throughout their friendship, happiness and entertainment in the real world, and even sometime characters in the movie can help you decide major life decisions. This was the best cartoon movie I have ever seen."
4.5,12/05/2017,"Fun animated movie, eciting plot and fun universe"
5,11/30/2017,"A lot of fun filled with sass and principles. Amazing animation, one of my favorites from Disney lately."
5,11/24/2017,An action-filled mystery that never gets old.
5,11/24/2017,BEST DISNEY MOVIE IN THE UNIVERSE!!!!!!!
1.5,11/21/2017,Not Disney's best work.
5,11/14/2017,"Do you think herbivorous were weaker than carnivores? and they cannot make good relationship?Zootopia was released on April 23rd in Japan and made by Walt Disney animation studio. The supervisions were Rich Moore who is known as supervision of ""The Simpson's"" and ""Sugar Rush"" and Byron Howard, who is known as a supervision of ""Mulan"" and ""Tangled"". This movie were so famous and won 41 awards all over the world. This movie tells us three important things. First, to keep dreaming is important to realize our dream. The main character of rabbit Judy had had a dream since she was a child but her parents thought her dream cannot come true. However, she kept tying everything to realize her dream so hardly. We will be changed our mind by her action in this movie. Second, we should live together without discrimination. There were two kind of animals carnivores and herbivores in this movie. We think herbivorous were weaker than carnivores but this thought made a dangerous problem in this story. Finally, to deceive is bad. The character of fox Nick deceived many animals with his partner of fennec fox Finnick. However, their minds had changed since they met Judy. I personally think our world and thought will change brighter and positive after we watch this movie. The main character of rabbit Judy had dream to be a police in Zootopia. Zootopia is one utopia which carnivores and herbivores can live together. However, her parents did not think her dream comes true because she is a rabbit. Actually all the police had been carnivores before she became to a police in Zootopia. However, she did not give up and try to everything. Her effort bore fruit and became a police in Zootopia. However, there were discriminations between carnivores and herbivores in her workplace. Subsequently, she found Nick deceived animals for getting much money when she was going on patrol in Zootopia. He promised to help her work in order to get released. Their combination solved many problems in Zootopia and animals' thought of carnivores and herbivores relationship was changed by their working. We can learn three important things to live in our earth from this story. First, to keep dreaming, second, we should live together without discrimination and lastly, to deceive is bad. This movie gives good effect not only adults, but also children. Therefore, I recommend watching this movie with family. I especially like Judy and Nick's combination. Judy is a herbivore and Nick is a carnivore, so they were different kinds from animal, but they made good relationship each other little by little. It told us we could make the good relationships even if we are different. I personally think our mind will change better than before we watch this movie."
5,11/14/2017,"Zootopia What image do you have about rabbit and fox? In general rabbit is cute and cowardly.Fox is a liar and sly. There are words ""sly as a fox."" However, this movie explodes all your images and prejudices. Zootopia was released on February 17,2016. As for Walt Disney-Animation-Studio, this movie is the 55th work counted from ""Snow White"" published after 1937, following ""Bay Max."" This movie is assessed by eight stars. Besides this movie won a Best Animated Feature Film of the Year academy award USA. One of the movie directors Byron Howard is known for his work on ""Tangled"" and ""BOLT."" One of the movie directors Byron Howard is known for his work on ""Tangled"" and ""BOLT."" These movies which I introduced were rated high. In particular I want to tell you that ""To watch this movie is the must!""This movie was filled with heartwarming and exciting. Judy, the rabbit main character was curious and challenges a lot of things. Therefore, she faced many difficulties and Each time she was helped by some animals that live in Zootopia. This movie's characters were very lovely, however everyone was doing theirs best to protect someone important for them. Furthermore, the animation was beautiful and threedimensional. The animals' hair was beautifully drawn finely, thus the picture was very real. This movie is set in a fictitious world called Zootopia. In that world, all animals include big animals, small animals, carnivores and herbivores live together. One day a rabbit Judy come there with great expectations and her dream. However, the world was completely different. When confronted with a big problem that can not be overcome by one person, she got help by fox Nick. In this way they will overcome the difficult problem of racial discrimination, prejudice, stereotype. You will think it is only for children, but it is a mistake. This movie makes you think about various things, and that will always become something good. What I want to say is this movie was made focusing on animals, however it also applies to humans. So you can understand this movie easily. This story is very heartwarming, therefore, I recommend you to see this movie with family, friend and your partner. It will make good relationships than before."
4,11/10/2017,Very interesting for the kids! Has a good plot.Thought it was suggestive when they went to the yoga place though.
4,11/05/2017,"This is a very good movie. This is by far one of the best animated movie I've seen in a very long time. Although this is targeted for kids, that doesn't stop the filmmakers and animators on making a movie with a lot of message. This movie features the message of racism, diversity, and overall a message towards life and be good in it. It's such an entertaining movie, too. It's a solid A for me!"
4.5,11/02/2017,"Zootopia: One of disney's greatest animated films yet. With a heartfelt story, beautiful animations and thought provoking themes to kids as well as adults. Zootopia is family fun film that ranks with the pantheon of Disney's best."
5,10/30/2017,Best movie ever that's all I have to say.
5,10/21/2017,Well done and hilarious.
4,10/17/2017,I like this movies soo much. I'm watching it 5 times on http://moviesonline.fm/watch/VdP9PPvL-zootopia.html .That web sub funny it make me relax.
4.5,10/10/2017,"BEST. MOVIE. EVER. Disney effectively tackles racism, with a beautiful and well written plot."
4,10/09/2017,Great animated movie with a predictable plot and a great message
4,10/07/2017,It was a very enjoyable movie form music to actual plot just felt bord in a few parts overall it is a great movie!
5,10/01/2017,Fate vedere questo film a Salvini e distruggeremo la Lega in meno di due ore.
5,09/30/2017,"Disney is always surprising me with its great animated movies. It's really has a very good elements to add of its movies, that I didn't find them in any other animated movie. The most important element is the surprising element. It really got me in this movie, it was really effective. The second element is the animation, it was absolutely perfect. The third is comedy, it was really hilarious. The fourth is the action sequences, it was really amazing and talented. The fifth is the cast (voices), it was very talented and they are just voices, they really got me closer to the movie and they are just voices. The sixth is never get bored of watching it, I watched it 26 times and never got bored of it! It really deserves 5/5. I would give it more if I could!"
5,09/24/2017,I LOVED THIS MOVIE! EVERYTHING ABOUT IT! HERE'S WHY: -Great Animation -Great Plot -Good Voice acting and of course -Good Jokes I'd recommended this film to everyone who didn't watch it! I will give this film 10 stars.
2.5,09/20/2017,"I didn't know what to think about this movie before I saw it. There was so much hype I was afraid to be disappointed. All I knew was that it was highly anticipated, and when it came out people went crazy for it. Critics and audiences alike loved this movie for being ""real,"" and coming out at ""just the right time in America."" This was mainly due to the fact that film talks a lot about race, while not talking directly about race. You see, it's like Paddington, Babar, or Curious George in that way. It talks about race, but only through animals. So it's not actually portraying people of color, but using anthropomorphic creatures to do so. The movie would have been so much more effective if they animated people of color and the institutions which keep white people privileged. But they don't. Instead it's incredibly confusing when it comes to who are the haves, and who are the have nots. They may have done this to be ambiguous in order to show that many people are intersectional, but because they're animals, it doesn't really work that way. Like do black sheep have different standards and societal expectations than white sheep? The animal allegory doesn't work unless they're all the same animal because it literally shows us that races are different species (eugenics), when that isn't true. Lastly, you can map out the plot from a mile away. So let's dive into the good, the bad and the ugly, with Zootopia. Very simply put, the movie is about a rabbit and a fox. The rabbit, named Judy, wants to be a cop. But because she's a prey animal and also a woman - they don't really address gender that much, but for the sake of this review, I will - she's not supposed to be a cop, she's supposed to remain a little farm bunny. But like most Disney female characters she wants more than ""this provincial life,"" so she moves to Zootopia, a utopian city where prey and predator live together in harmony. This of course isn't true as Judy soon finds out. She faces prejudice as a prey animal at work and in the city, but decides to take her destiny in her own paws. She tackles a huge who done it mystery case and teams up with a criminal fox, Nick, and the unlikely duo solves the crime. The villain (spoilers) turns out to be a white sheep, a seemingly innocent prey animal. All in all, the moral is, looks can be deceiving, and anyone can be whatever they want to be, no matter what society says. I love the land of Zootopia. I think it's so creative how they make a Sahara part, a jungle part, a tundra part, and even a tiny rodent village. That's awesome! But aside from a few scenes, they don't really show much of the city. I also don't like how the animal allegory has so many plot holes. And this is mainly because the movie uses animals instead of people! Lastly, Shakira and Judy are constantly sexualized. The villain is obvious and the movie is long. Sitting through the misunderstanding between Nick and Judy was agonizing. So, the racial allegory, does it do its job? No. I was constantly confused in the movie if they were trying to confirm that reverse racism exists. Sometimes it seemed as though the prey were the people of color and the predators were white. This happens when Nick tries touching the sheep's hair and Judy says, ""You know you can't just touch a sheep's wool."" This is obviously mimicking real life, when you can't just go up and touch a black person's hair. Sometimes it makes it seem as though it's the other way around, and the prey are white and the people of color are predators. What the f*ck? This can be seen when the prey animals are trying to ""civilize"" the predators. The predators are thugs and ""black."" This can be seen with the jaguar who goes ""savage"" because savagery is a trait put on African Americans as well as indigenous people. So does that mean the prey is white and the people of color are predators? Maybe they're saying that the white people (prey) are actually the savages and taking a Pocahontas/Paddington route? I just don't know. And that's a problem because if the movie is going for a racial allegory, then it has to be clear. But instead it's muddled because Disney was too afraid to use people, so they used cute little animals to tell their ""progressive"" story. I also didn't like the comedic elements in the film. There was the nudist thing. Was that supposed to be funny? Animals not wearing clothes, ha-ha? Then The Godfather references were meh. It's been done before. Then of course you have the Disney/Pixar trope of juxtaposing an animal's size with the type of voice it has. In Zootopia, there's a small animal with a deep voice. It's similar to Up with the evil dog having a high pitched voice, or the cute baby form The Incredibles who is actually the devil. I'm TIRED OF IT. The other problematic part I have with the film is the sexualization of animals. I know they're supposed to be anthropomorphic and take on human qualities. But really, we're going give a bunny boobs and hips? We're going to sexualize Giselle -Shakira's character - by having the camera hold on her animal butt uncomfortably? These are animals! They're not sexy. Well, maybe they are to some people, but it's also adding to the sexualization of female characters. The men are not sexualized the same way the women are. In fact, the men are able to have a wide range of body types, while the females are given very little. But as for the main characters, Judy's body is much more ""feminine"" than Nick's. Nick just looks like a fox on his hind legs, but Judy is given curves, why, if not to titillate the presumably straight men watching it. I guess if I had to say something I liked about the film, it would have to be my favorite scene. I love the part where Judy is spying on Nick and discovers his undercover Popsicle scheme. It's really cool seeing different parts of the city, how his life works, and the different animals he meets. Nick, unlike Judy, rolls with his stereotype as the ""sly fox."" But this brings me to another problem, some animals fit into their stereotypes while others don't. Why is this? To create a wide range of characters, or for comedic effect? Ha-ha that animal doesn't fit into our expectations; therefore it's funny because they're different. I think the best example of this is the overweight cheetah who works the front desk at the Zootopia police department. He's a stereotypical fat, donut eating cop. But he's also fat, and a cheetah. Does that give his character depth? No, they just use him as a pawn to make some jokes with. There is a point where he has to move to the back of the office because predators are now scary, I don't know if he's supposed to be black or white here... he could be black because a lot of people in the human world discriminate against black people because they're not as universal as white people are. They're also seen as meaner and ruder. Therefore, why would you want one welcoming you at the front desk? Or could it be he's losing his white privilege? The movie doesn't make that very clear. So some animals fit into a stereotype, others don't (Judy). That fits in with the message that looks are deceiving, but sometimes looks are also true? Like cops eat donuts? The DMV are sloths? Also, in the end Nick and Judy get together, is that an allegory for an in interracial couple? Why didn't they just use real people? It would have been so much more effective. Also, if it is supposed to be a race allegory, can we tell what races/ethnicities the actors are by their voices? In my opinion, that's a common way people can make things seem ""diverse."" Of course it's impossible to know what race a person is by their voice, but it is used on the radio all the time to make their shows seem ""diverse."" Do you think it was used here? I knew the two leads were voiced by white people, I knew the Indian elephant was voiced by someone of Indian descent, and I knew that Mrs. Otterton was voiced by a black woman. I didn't know Chief Bogo was voiced by a black man however. This clearly shows that you can't tell what race people are by their voice, but that is the intention of some media, especially when the character is just a voice. And I think voice acting in animated shows use this trick too, in order to prove they have a diverse cast they may want to hire people with more of an 'accent' than others. And because of this, I was socialized to associate the hyenas from The Lion King, with black people. Thanks Disney. Overall, I just don't get it. I don't think the movie is ground breaking or diverse in anyway. I don't think the morals are very strong seeing that they're using animals to tell a human story. Wouldn't it have been stronger to tell it with real kids? Reflect real life with real people? Even CGI people would have been better than this. I give it a 7/10, and in my opinion, I'm being lenient."
5,09/20/2017,"Honestly one of the best movies Disney has made in years. Beautiful animation, wonderful voice-acting, and great art direction combined with a script that isn't afraid to tackle prejudice as a complex and hard to solve issue make for a emotional and thought-provoking movie that's also fun. Just the right balance of humor and serious drama to deliver a powerful message without feeling heavy-handed or uncomfortable to sit through."
4,09/20/2017,A pretty good movie with a good message for kids.
5,09/18/2017,"A witty, charming film. It is packed with plenty of wit and charm, and will entertain children and adults alike."
5,09/16/2017,"Fast, funny, Brilliantly told story, Animation that Unbelievable, and relatable and lovable characters. This is Disney's Best movie Since The Lion King"
3,09/16/2017,"It's fine, very cute. Nothing special though. Good songs in the movie though."
